t,mag,err
2459000.1120272614,10.501077444695913,0.0067839897348702626
2459000.1553659746,10.508189339577191,0.004835253693638746
2459000.157959137,10.508993885518256,0.006695756989129303
2459000.3538207663,10.549354750446048,0.006041386540319708
2459000.4281356907,10.568371526566992,0.006560478745059807
2459000.606467201,10.580848916074684,0.005209760184064073
2459000.632260633,10.578814011607031,0.004009830225740935
2459000.755906124,10.575690976238851,0.006360902086197015
2459000.8010705025,10.57297388295217,0.004736427553657477
2459000.908665018,10.573792100265315,0.004427440617287521
2459000.9105088315,10.568081834263229,0.006398474794853376
2459001.0704083634,10.540328711474118,0.006058985949993474
2459001.141718601,10.524091212861899,0.004637245602528741
2459001.169575231,10.51444559428929,0.004802745444161592
2459001.190592554,10.515178531640194,0.006817659494298871
2459001.318260239,10.492127100411821,0.004805613925276802
2459001.3995671384,10.468680869112829,0.00610721763413157
2459001.5211216584,10.446850733174724,0.004388659739929571
2459001.521289379,10.446853929848343,0.006445107607623497
2459001.7775492705,10.421601681471094,0.00435277003365293
2459001.8559625447,10.412141952271027,0.005548123380342282
2459001.926360005,10.421193448023415,0.0041056528797016895
2459002.0614605634,10.430299087844494,0.005650235636792031
2459002.3263971703,10.485879057842444,0.0065398648419541325
2459002.4378693337,10.501789987226433,0.0042531955357436365
2459002.445943809,10.51028694427339,0.004822769738171623
2459002.744868152,10.570746199342544,0.006294079190178194
2459002.887370329,10.575485596097908,0.005824294958371709
2459002.901122818,10.574799307458763,0.004938390719641204
2459002.904231265,10.578919507352747,0.005886711638362346
2459003.0329690357,10.579360624825469,0.005364130961267009
2459003.372172245,10.534688545989624,0.006587068797116343
2459003.3815097515,10.540176215036904,0.0048788197074936274
2459003.396148576,10.545101610165544,0.006273191809456964
2459003.6867630663,10.471973482910027,0.005907022465209464
2459003.772245526,10.45552729226026,0.006221285982430838
2459003.8741382444,10.43453420599733,0.00513478484109786
2459003.9205273744,10.435184289679315,0.006174763056791243
2459003.932369649,10.425945969996134,0.006095278290217662
2459003.9484744743,10.42484556104495,0.005162466676308036
2459003.9961992707,10.432245952421708,0.004079356690953671
2459004.0116356653,10.420120563591956,0.006888739955140588
2459004.1029215464,10.425753767638446,0.006140801188229406
2459004.3637986127,10.442488207973406,0.004614215945286401
2459004.505991872,10.458608631234801,0.006192421640669238
2459004.523640575,10.463389343231604,0.004836050090721418
2459004.5318683423,10.471958685757997,0.005407856178606441
2459004.633832432,10.482056893491697,0.006579664481840636
2459004.806361016,10.517423762449077,0.005344216308848222
2459004.8453698084,10.521735063089134,0.004864019718520737
2459004.9803345916,10.553734760576882,0.004916473334842041
2459005.382180827,10.58470810410335,0.00423105179996402
2459005.4165749536,10.57984021258624,0.004658516738913117
2459005.516681895,10.560055239545965,0.004813318687913802
2459005.528106386,10.558991857769692,0.00451890733804443
2459005.6143015963,10.547579643363806,0.004189197143800407
2459005.6251000306,10.549700451432555,0.005397367488916386
2459005.7251461046,10.528195922574703,0.00464318839329349
2459005.7375804028,10.527748701444109,0.006216311533253452
2459005.7720643193,10.520947378496189,0.006767583288408769
2459005.773904849,10.517579416170685,0.004818954099170771
2459005.9184770947,10.487511107918921,0.005716744872329607
2459005.95563444,10.480797756933027,0.005520176994534293
2459006.0182017195,10.466474971494092,0.004225325616211103
2459006.0873525664,10.456325115146038,0.004374623147114259
2459006.3872458492,10.430093012442414,0.006654338373701456
2459006.4402881823,10.422963035678206,0.005422456113498385
2459006.4501211205,10.420330227169627,0.006413829730918115
2459006.451733389,10.411633957782733,0.004199742234322461
2459006.459260947,10.422087306298296,0.005784439409740772
2459006.7562157,10.438800752357544,0.006595935862824719
2459006.7927044807,10.447839551492068,0.006601198290207562
2459007.1846763804,10.540621470495534,0.004017167288120235
2459007.1869188547,10.540315341103746,0.005565160313496926
2459007.4222877487,10.571284728365512,0.005107014247845269
2459007.425447661,10.563782084866569,0.006280126087297147
2459007.4570931965,10.573156187783592,0.0042196569904384565
2459007.5299774,10.575636705271588,0.004794779686524805
2459007.5830603386,10.583179506225136,0.0064379283559665035
2459007.5832365113,10.591284363124535,0.00540866866761052
2459007.6460876297,10.580045656026595,0.005359450964475123
2459007.9871167983,10.53289127223681,0.006905675944233058
2459008.027979137,10.52279249066533,0.004959671986971188
2459008.07732899,10.518065237439217,0.004125166175936109
2459008.1457385942,10.502674675530248,0.005176602502177621
2459008.352768363,10.454417709904256,0.004460120684708892
2459008.9908161866,10.43905076200127,0.00424567556859305
2459009.0049885474,10.434739470532234,0.0057035810703436485
2459009.0126024443,10.447179530793177,0.006860726848175201
2459009.0909728045,10.459885951057618,0.005738222722829136
2459009.1923173764,10.479725524240717,0.005941343642671558
2459009.199784727,10.473482221041786,0.004970886584917666
2459009.3171059117,10.503682483756748,0.005713368570860676
2459009.4116441603,10.520842762057251,0.006256733540924549
2459009.540095936,10.544736634978428,0.005767854566055386
2459009.6648992933,10.56402181268306,0.0064083351225624665
2459009.6910903878,10.562312135119875,0.005651412041370112
2459009.815046238,10.571238980225033,0.004594432169413094
2459009.8955684984,10.583949797563768,0.005748178762704383
2459009.980443776,10.576452908229387,0.0054728075413325
2459010.1598025016,10.559879784675855,0.004497806597394978
2459010.2020420227,10.557169375726035,0.0058574975534814375
2459010.32632001,10.520317844013665,0.006450881627306296
2459010.3818431734,10.51346342401612,0.00440526308043337
2459010.6624133107,10.459237894515935,0.005634837584914018
2459010.8379217703,10.433505551787784,0.006201061398379814
2459010.8938085167,10.424159912118192,0.005209052788547599
2459011.086089318,10.425863368782876,0.004810138723635223
2459011.121983845,10.423196878679125,0.0051168412320103315
2459011.1517185834,10.417827748705065,0.0056250955565113284
2459011.165558177,10.42022722531557,0.0060599811196387805
2459011.2612205106,10.438568247111215,0.0056775256652673006
2459011.288635084,10.440484605177609,0.004321075104978004
2459011.3056134423,10.431090097247893,0.006453659179734299
2459011.3795887274,10.459285637801983,0.0067715791426654365
2459011.3833851465,10.456207721652355,0.004303878527325467
2459011.417542905,10.46618461229545,0.004748558386264387
2459011.6289540334,10.501779448552826,0.004521043564929739
2459011.850576456,10.547042886170177,0.00654746549478993
2459011.9482667902,10.55794529667744,0.006730836170853514
2459012.074948943,10.58896405733753,0.004132821262840117
2459012.328658465,10.573209055329434,0.004997258241893882
2459012.345504705,10.580556838948416,0.004577483839145297
2459012.3493844974,10.569022910908819,0.005408598120668002
2459012.5671095275,10.541432936875776,0.006764771281856801
2459012.799485115,10.483471268354908,0.004210519724950879
2459012.8466073917,10.479765087472977,0.004513837338974669
2459012.899905857,10.475493481110826,0.005461087844444114
2459013.044402371,10.437970231615555,0.005572104084288426
2459013.2094040154,10.430174183972523,0.006236503848982592
2459013.3343462893,10.42168833466912,0.0053130581156425865
2459013.3522891765,10.414849766887768,0.004423410254318591
2459013.6953014988,10.452846572262988,0.005060835615415149
2459013.7227709442,10.45816173272431,0.006946279354804594
2459013.9752010517,10.513490323745279,0.006252166439613169
2459013.98618076,10.513414588137062,0.004349033114604319
2459014.0319065046,10.521596840728163,0.00642462753651697
2459014.0380485854,10.525477644056693,0.004932779391944451
2459014.375894847,10.571207015768609,0.006344189446334069
2459014.906203062,10.526587846163448,0.004038164347585002
2459015.1364477687,10.483606653555306,0.006613810462050259
2459015.233167089,10.468360241551583,0.004486930971415803
2459015.293724296,10.445030779916339,0.005367251786973108
2459015.3901074845,10.437538010566474,0.005985266794872534
2459015.423529398,10.42997550309827,0.00552360870473388
2459015.446664608,10.425690187239931,0.004496193302672187
2459015.465680073,10.43287264077599,0.0044173555396256805
2459015.5632870216,10.419026873985747,0.004853603178771889
2459015.572954595,10.428713872463863,0.004157175271053125
2459015.585444596,10.41689376604218,0.004649634301330116
2459015.6349838707,10.421933756392036,0.004390315048825763
2459015.699124589,10.42001191875505,0.00539439104353787
2459015.712203237,10.417910997651711,0.005069529788028023
2459016.0836012713,10.475443686153264,0.005760496746101414
2459016.1518913964,10.48614169486633,0.004842636593897014
2459016.1856497684,10.497256356011247,0.004101733145570595
2459016.2343146414,10.504631341984203,0.004993330484670046
2459016.429055976,10.539271284596616,0.006265542112388972
2459016.56979463,10.56581138748458,0.004767514480351637
2459016.6049205624,10.570562708118564,0.00521364530027937
2459016.911291728,10.580226867428234,0.006264923141403695
2459017.0116745518,10.560870668383998,0.005220043852133
2459017.0908282343,10.55379757438064,0.00666137239584836
2459017.0915744356,10.545264384557877,0.006754205517845578
2459017.1999815283,10.537526458832577,0.004931588914517667
2459017.209235385,10.527023378414684,0.006207890959265829
2459017.2318424475,10.518823541332164,0.004759350948614686
2459017.371637233,10.497603940275805,0.004418570111584882
2459017.4195859157,10.493001006922702,0.0053136431239345005
2459017.6997507904,10.428603850519082,0.005807417287002448
2459017.7087294688,10.429620501141937,0.006806772676153096
2459017.7116360352,10.43097537802085,0.0044377045570978295
2459017.840546115,10.417115214402852,0.006137088025979405
2459017.9455220164,10.421918679470437,0.005426393514608695
2459018.1133707594,10.42506790564997,0.004395127892856305
2459018.151687615,10.42975796357005,0.006917974141899206
2459018.280027725,10.455540877850469,0.006087306845371945
2459018.3225235683,10.456632500148805,0.004386576027291284
2459018.3761881283,10.473153531821335,0.006717266255868234
2459018.597703791,10.51369681387038,0.004309282481656704
2459018.6653768835,10.526481490908445,0.00427797770409959
2459018.752863998,10.539740701868098,0.004994652986633226
2459018.79835458,10.565693046085473,0.006813877480603095
2459018.843025646,10.561274545667894,0.004099073444437313
2459018.853858436,10.565531545900242,0.006754621723240607
2459018.8767876346,10.567008977577563,0.00583483473608538
2459018.888665485,10.569338700871137,0.004201154914360774
2459018.9586417405,10.575378311503885,0.005705775176285533
2459019.056785517,10.589268230955186,0.0053763721675548215
2459019.139897424,10.573972395347123,0.0056919536466040425
2459019.1624989808,10.57051837673076,0.006211610623239017
2459019.1915150085,10.571703191724582,0.006035857291552188
2459019.247151157,10.565793935186429,0.006991682644201594
2459019.335648691,10.565981407493064,0.004470007190901624
2459019.5242233025,10.533512015779317,0.0064385662562582
2459019.717317398,10.483155900066944,0.00523327896071372
2459019.7328219013,10.477672234161119,0.006349922563181228
2459019.7407824486,10.481146891940234,0.006675337521385024
2459019.7782501983,10.481980211815268,0.006975994563943608
2459019.8357438305,10.449346216872229,0.004798125534891802
2459019.86644215,10.46024507064744,0.005358814813114811
2459019.8733866485,10.450953726883442,0.006828337820690457
2459020.1529548783,10.42730252055491,0.006837215139878162
2459020.226029713,10.4146464816205,0.005118621528618685
2459020.2935073143,10.41952329036569,0.006820628363452919
2459020.294136,10.413440205914121,0.005217673465836359
2459020.336211257,10.418032405227793,0.005124298296925924
2459020.5105312,10.448239641664752,0.006269858185819439
2459020.7609636267,10.4929793202222,0.005413635489823059
2459021.326446596,10.576898607611287,0.0053445953685406075
2459021.5125771286,10.570989684056357,0.005158356981034975
2459021.6291837543,10.55365532770231,0.00529841179572277
2459021.6614199877,10.55658909948255,0.0044194529392313844
2459021.7754826164,10.538872175012202,0.004183111442358272
2459021.819743302,10.529898150088888,0.006261979434056344
2459021.89967747,10.513091519951853,0.005693499848742768
2459022.253128421,10.43726865028171,0.006015671943874596
2459022.2830225467,10.438167766142026,0.006407006356427979
2459022.449946887,10.422059604002083,0.004690318487473194
2459022.539747596,10.426455019244571,0.004701318784735119
2459022.581964091,10.42993570463826,0.0048337258986446315
2459022.589325108,10.420130120972592,0.004911774973454847
2459022.7237971914,10.426357572546975,0.006282072753545202
2459022.895428542,10.455052689716315,0.005122544758735383
2459022.920902653,10.45706453067676,0.0049695665886386005
2459022.9574214984,10.463495054302342,0.00590890470983792
2459023.005774702,10.476810423221623,0.004559711504110298
2459023.2705707075,10.528359284225575,0.004319260450258532
2459023.294205722,10.541221503567686,0.006091399714577901
2459023.3134742714,10.541317012371671,0.006269335996004495
2459023.7798575764,10.578691367447298,0.004889093808810651
2459023.790709743,10.575897658823303,0.005908123530555895
2459023.9120828626,10.56171431098352,0.004102229703677787
2459023.9138073856,10.560392671008133,0.005212956941738676
2459023.923745261,10.56266114900046,0.00573387508856763
2459023.9861091417,10.552006920828616,0.004760255581189027
2459024.049932153,10.544971638077273,0.0050446447057161635
2459024.0610973397,10.541718067059648,0.005828648691432594
2459024.105380974,10.526387491751855,0.005769693533251246
2459024.181174418,10.517862312949015,0.004462572212398729
2459024.3158049094,10.48157506187208,0.006119745658637283
2459024.3476220826,10.47838124278693,0.004240087827330637
2459024.4566536485,10.45796937101993,0.006909174022422299
2459024.45768834,10.448870023583062,0.0046070858745208415
2459024.4901431147,10.453768468961327,0.004760644428007282
2459024.6368525513,10.43242121099195,0.004600901638932161
2459024.71656467,10.423502727782237,0.006974496878582743
2459024.773003451,10.41909891902289,0.0048597847613962115
2459024.901431894,10.419367012139846,0.005815876823466451
2459024.916575968,10.416998873189517,0.0069719024573309946
2459024.9838293,10.424998955040955,0.006850203567286078
2459025.2050645147,10.454377671728931,0.00412704948717069
2459025.2907520053,10.474436456814331,0.005563552206475666
2459025.3522296264,10.480968856310874,0.005803914029068774
2459025.414507391,10.501719966733587,0.006107185184684817
2459025.6202721405,10.54381169997465,0.005007727944957465
2459025.8842770476,10.576161235673705,0.0049837258303924185
2459026.0182016273,10.577514043442662,0.004012852046825845
2459026.1401813007,10.575861264842711,0.004105710103678004
2459026.184276257,10.560340994790536,0.005650171505557008
2459026.2066033618,10.568336237854655,0.004227661303814031
2459026.2223107843,10.565251118797143,0.004607443634708494
2459026.2865642435,10.556095042887991,0.00499981574866134
2459026.3307409994,10.549166512611915,0.004211413775488512
2459026.3456357825,10.541316579033415,0.004092579519963686
2459026.409964619,10.53098774045916,0.0067807613482395645
2459026.478621597,10.521255921447265,0.005305625888736074
2459026.517673942,10.511822717666377,0.004614653381920611
2459026.521706826,10.509827608925558,0.006125355404047503
2459026.7884327457,10.446043371260677,0.004028336023835165
2459026.8962157113,10.439384929866963,0.004735051742937488
2459026.897601923,10.442358073672942,0.006882248917166319
2459026.916414029,10.439142603887626,0.006693070518774909
2459027.117503646,10.421283148152344,0.005907775751215323
2459027.191770962,10.413104548025164,0.004279608314106967
2459027.27537942,10.430358971460132,0.004954152535791435
2459027.400645846,10.439127627202009,0.004083797650473082
2459027.4639319135,10.437173940545037,0.004657573013453484
2459027.469063053,10.452601018976292,0.004076302370749001
2459027.5150331957,10.451535117075082,0.004378491036903186
2459027.682787285,10.487134323058878,0.005899643623511227
2459027.837170542,10.523645077840182,0.004301328532773841
2459028.002581769,10.563401552060192,0.004467289227244023
2459028.150238606,10.572624939754581,0.006708423949114099
2459028.175398761,10.577663940765884,0.005006357270592161
2459028.344135894,10.587768241997225,0.004998990773588874
2459028.3484451342,10.58684674850049,0.004259618411200187
2459028.4437218425,10.57226500975489,0.0063877915658414495
2459028.5281458674,10.562055848572285,0.006029131721369842
2459028.561184721,10.55228804986589,0.005641398401080792
2459028.802127511,10.509560192173302,0.005853738525653356
2459028.840525342,10.506823239274565,0.004301142077211776
2459029.014447062,10.469622211554174,0.004780918200490104
2459029.0348415314,10.464170768172535,0.005750924547597443
2459029.146821254,10.448825180636362,0.006856695815268801
2459029.3624365325,10.417793283881336,0.006451395826235112
2459029.4118425264,10.419908881179522,0.005922179075831423
2459029.6688044304,10.439163908576461,0.0055564557364714065
2459029.865008503,10.47164729002832,0.004045396530212866
2459029.903134951,10.481906229810766,0.006672148802636168
